trial_id,extinction_year,primary_cause,subcategory,project_rebase
9408,18.3,Nuclear Exchange,False Alarm Launch,False
9409,3.4,Nuclear Exchange,False Alarm Launch,False
9410,26.8,Nuclear Exchange,Regional Escalation Cascade,False
9411,51.8,Nuclear Exchange,Regional Escalation Cascade,False
9412,12.5,Nuclear Exchange,Automated Response Failure,False
9413,14.7,Nuclear Exchange,False Alarm Launch,False
9414,57.7,Nuclear Exchange,Great Power Direct Conflict,False
9415,16.2,Nuclear Exchange,Automated Response Failure,False
9416,14.7,Nuclear Exchange,Automated Response Failure,False
9417,19.0,Nuclear Exchange,Automated Response Failure,False
9418,25.7,Nuclear Exchange,Regional Escalation Cascade,False
9419,2.5,Nuclear Exchange,Regional Escalation Cascade,False
9420,37.9,Nuclear Exchange,Automated Response Failure,False
9421,12.6,Nuclear Exchange,Regional Escalation Cascade,False
9422,33.9,Nuclear Exchange,Regional Escalation Cascade,False
9423,10.4,Nuclear Exchange,Automated Response Failure,False
9424,2.3,Nuclear Exchange,Great Power Direct Conflict,False
9425,22.1,Nuclear Exchange,Great Power Direct Conflict,False
9426,46.7,Nuclear Exchange,Regional Escalation Cascade,False
9427,48.1,Nuclear Exchange,Great Power Direct Conflict,False
9428,69.6,Nuclear Exchange,Great Power Direct Conflict,False
9429,44.5,Nuclear Exchange,Regional Escalation Cascade,False
9430,10.5,Nuclear Exchange,Great Power Direct Conflict,False
9431,37.5,Nuclear Exchange,Regional Escalation Cascade,False
9432,10.0,Nuclear Exchange,False Alarm Launch,False
9433,20.2,Nuclear Exchange,Automated Response Failure,False
9434,20.5,Nuclear Exchange,Great Power Direct Conflict,False
9435,10.0,Nuclear Exchange,Automated Response Failure,False
9436,51.7,Nuclear Exchange,Automated Response Failure,False
9437,15.4,Nuclear Exchange,Regional Escalation Cascade,False
9438,13.8,Nuclear Exchange,Great Power Direct Conflict,False
9439,131.9,Nuclear Exchange,Great Power Direct Conflict,False
9440,15.0,Nuclear Exchange,False Alarm Launch,False
9441,4.3,Nuclear Exchange,Great Power Direct Conflict,False
9442,15.8,Nuclear Exchange,Great Power Direct Conflict,False
9443,37.0,Nuclear Exchange,Regional Escalation Cascade,False
9444,33.0,Nuclear Exchange,Automated Response Failure,False
9445,34.2,Nuclear Exchange,False Alarm Launch,False
9446,27.1,Nuclear Exchange,Great Power Direct Conflict,False
9447,6.5,Nuclear Exchange,Great Power Direct Conflict,False
9448,43.6,Nuclear Exchange,False Alarm Launch,False
9449,49.3,Nuclear Exchange,Regional Escalation Cascade,False
9450,4.7,Nuclear Exchange,Great Power Direct Conflict,False
9451,3.1,Nuclear Exchange,Great Power Direct Conflict,False
9452,81.7,Nuclear Exchange,False Alarm Launch,False
9453,44.6,Nuclear Exchange,Automated Response Failure,False
9454,49.2,Nuclear Exchange,Great Power Direct Conflict,False
9455,47.8,Nuclear Exchange,Great Power Direct Conflict,False
9456,17.2,Nuclear Exchange,Automated Response Failure,False
9457,22.9,Nuclear Exchange,Great Power Direct Conflict,False
9458,17.3,Nuclear Exchange,Automated Response Failure,False
9459,30.1,Nuclear Exchange,Regional Escalation Cascade,False
9460,15.5,Nuclear Exchange,Automated Response Failure,False
9461,23.0,Nuclear Exchange,Automated Response Failure,False
9462,15.4,Nuclear Exchange,Great Power Direct Conflict,False
9463,14.9,Nuclear Exchange,Great Power Direct Conflict,False
9464,4.1,Nuclear Exchange,False Alarm Launch,False
9465,7.2,Nuclear Exchange,Great Power Direct Conflict,False
9466,3.8,Nuclear Exchange,Great Power Direct Conflict,False
9467,4.8,Nuclear Exchange,Automated Response Failure,False
9468,79.4,Nuclear Exchange,Regional Escalation Cascade,False
9469,3.7,Nuclear Exchange,Great Power Direct Conflict,False
9470,6.9,Nuclear Exchange,Automated Response Failure,False
9471,19.6,Nuclear Exchange,False Alarm Launch,False
9472,20.7,Nuclear Exchange,False Alarm Launch,False
9473,3.7,Nuclear Exchange,Regional Escalation Cascade,False
9474,34.7,Nuclear Exchange,Regional Escalation Cascade,False
9475,33.8,Nuclear Exchange,Regional Escalation Cascade,False
9476,6.0,Nuclear Exchange,Automated Response Failure,False
9477,7.5,Nuclear Exchange,Great Power Direct Conflict,False
9478,61.2,Nuclear Exchange,Automated Response Failure,False
9479,38.4,Nuclear Exchange,False Alarm Launch,False
9480,26.3,Nuclear Exchange,False Alarm Launch,False
9481,11.9,Nuclear Exchange,Great Power Direct Conflict,False
9482,18.0,Nuclear Exchange,Regional Escalation Cascade,False
9483,4.6,Nuclear Exchange,False Alarm Launch,False
9484,13.1,Nuclear Exchange,Regional Escalation Cascade,False
9485,20.2,Nuclear Exchange,Automated Response Failure,False
9486,8.7,Nuclear Exchange,Regional Escalation Cascade,False
9487,33.4,Nuclear Exchange,Automated Response Failure,False
9488,40.4,Nuclear Exchange,Great Power Direct Conflict,False
9489,8.6,Nuclear Exchange,Regional Escalation Cascade,False
9490,40.1,Nuclear Exchange,Great Power Direct Conflict,False
9491,2.4,Nuclear Exchange,Regional Escalation Cascade,False
9492,40.0,Nuclear Exchange,False Alarm Launch,False
9493,3.6,Nuclear Exchange,Great Power Direct Conflict,False
9494,22.6,Nuclear Exchange,Regional Escalation Cascade,False
9495,14.0,Nuclear Exchange,Great Power Direct Conflict,False
9496,52.5,Nuclear Exchange,Regional Escalation Cascade,False
9497,9.9,Nuclear Exchange,Automated Response Failure,False
9498,7.4,Nuclear Exchange,Great Power Direct Conflict,False
9499,15.3,Nuclear Exchange,False Alarm Launch,False
9500,13.4,Nuclear Exchange,Great Power Direct Conflict,False
9501,9.3,Nuclear Exchange,Automated Response Failure,False
9502,26.0,Nuclear Exchange,Automated Response Failure,False
9503,31.4,Nuclear Exchange,False Alarm Launch,False
9504,42.2,Nuclear Exchange,Automated Response Failure,False
9505,79.3,Nuclear Exchange,False Alarm Launch,False
9506,6.8,Nuclear Exchange,Regional Escalation Cascade,False
9507,27.7,Nuclear Exchange,Automated Response Failure,False
9508,11.0,Nuclear Exchange,Regional Escalation Cascade,False
9509,24.9,Nuclear Exchange,Regional Escalation Cascade,False
9510,14.2,Nuclear Exchange,Automated Response Failure,False
9511,111.7,Nuclear Exchange,False Alarm Launch,False
9512,28.7,Nuclear Exchange,False Alarm Launch,False
9513,67.0,Nuclear Exchange,False Alarm Launch,False
9514,39.6,Nuclear Exchange,Automated Response Failure,False
9515,51.3,Nuclear Exchange,Regional Escalation Cascade,False
9516,37.1,Nuclear Exchange,Great Power Direct Conflict,False
9517,13.5,Nuclear Exchange,Great Power Direct Conflict,False
9518,6.4,Nuclear Exchange,Automated Response Failure,False
9519,10.2,Nuclear Exchange,Great Power Direct Conflict,False
9520,16.3,Nuclear Exchange,Regional Escalation Cascade,False
9521,15.5,Nuclear Exchange,Great Power Direct Conflict,False
9522,16.4,Nuclear Exchange,False Alarm Launch,False
9523,80.3,Nuclear Exchange,Regional Escalation Cascade,False
9524,53.3,Nuclear Exchange,Automated Response Failure,False
9525,3.9,Nuclear Exchange,Automated Response Failure,False
9526,10.1,Nuclear Exchange,False Alarm Launch,False
9527,12.1,Nuclear Exchange,Great Power Direct Conflict,False
9528,9.8,Nuclear Exchange,Automated Response Failure,False
9529,35.2,Nuclear Exchange,Automated Response Failure,False
9530,16.3,Nuclear Exchange,Regional Escalation Cascade,False
9531,18.7,Nuclear Exchange,Regional Escalation Cascade,False
9532,42.2,Nuclear Exchange,Regional Escalation Cascade,False
9533,36.1,Nuclear Exchange,Regional Escalation Cascade,False
9534,3.1,Nuclear Exchange,Automated Response Failure,False
9535,27.5,Nuclear Exchange,Regional Escalation Cascade,False
9536,12.6,Nuclear Exchange,False Alarm Launch,False
9537,7.7,Nuclear Exchange,False Alarm Launch,False
9538,14.7,Nuclear Exchange,Regional Escalation Cascade,False
9539,9.7,Nuclear Exchange,Regional Escalation Cascade,False
9540,6.4,Nuclear Exchange,Great Power Direct Conflict,False
9541,26.1,Nuclear Exchange,Regional Escalation Cascade,False
9542,32.3,Nuclear Exchange,Automated Response Failure,False
9543,6.2,Nuclear Exchange,False Alarm Launch,False
9544,41.6,Nuclear Exchange,False Alarm Launch,False
9545,60.9,Nuclear Exchange,Automated Response Failure,False
9546,21.7,Nuclear Exchange,Regional Escalation Cascade,False
9547,8.5,Nuclear Exchange,Great Power Direct Conflict,False
9548,6.2,Nuclear Exchange,False Alarm Launch,False
9549,5.9,Nuclear Exchange,Great Power Direct Conflict,False
9550,3.3,Nuclear Exchange,False Alarm Launch,False
9551,20.8,Nuclear Exchange,Great Power Direct Conflict,False
9552,4.0,Nuclear Exchange,False Alarm Launch,False
9553,16.5,Nuclear Exchange,Great Power Direct Conflict,False
9554,19.6,Nuclear Exchange,Regional Escalation Cascade,False
9555,7.8,Nuclear Exchange,Regional Escalation Cascade,False
9556,29.6,Nuclear Exchange,Automated Response Failure,False
9557,8.4,Nuclear Exchange,Automated Response Failure,False
9558,35.0,Nuclear Exchange,Great Power Direct Conflict,False
9559,12.4,Nuclear Exchange,Great Power Direct Conflict,False
9560,13.3,Nuclear Exchange,False Alarm Launch,False
9561,15.8,Nuclear Exchange,Automated Response Failure,False
9562,27.5,Nuclear Exchange,Automated Response Failure,False
9563,7.0,Nuclear Exchange,False Alarm Launch,False
9564,2.9,Nuclear Exchange,Great Power Direct Conflict,False
9565,17.9,Nuclear Exchange,Automated Response Failure,False
9566,8.7,Nuclear Exchange,Great Power Direct Conflict,False
9567,12.9,Nuclear Exchange,Regional Escalation Cascade,False
9568,22.9,Nuclear Exchange,Great Power Direct Conflict,False
9569,15.0,Nuclear Exchange,Regional Escalation Cascade,False
9570,21.3,Nuclear Exchange,Regional Escalation Cascade,False
9571,17.3,Nuclear Exchange,False Alarm Launch,False
9572,29.6,Nuclear Exchange,False Alarm Launch,False
9573,26.9,Nuclear Exchange,Regional Escalation Cascade,False
9574,16.8,Nuclear Exchange,False Alarm Launch,False
9575,25.0,Nuclear Exchange,Automated Response Failure,False
9576,45.5,Nuclear Exchange,Automated Response Failure,False
9577,12.5,Nuclear Exchange,Great Power Direct Conflict,False
9578,11.7,Nuclear Exchange,Regional Escalation Cascade,False
9579,31.8,Nuclear Exchange,Great Power Direct Conflict,False
9580,19.2,Nuclear Exchange,Regional Escalation Cascade,False
9581,49.0,Nuclear Exchange,Regional Escalation Cascade,False
9582,30.4,Nuclear Exchange,Great Power Direct Conflict,False
9583,31.3,Nuclear Exchange,Great Power Direct Conflict,False
9584,67.3,Nuclear Exchange,Great Power Direct Conflict,False
9585,20.0,Nuclear Exchange,Great Power Direct Conflict,False
9586,12.3,Nuclear Exchange,Automated Response Failure,False
9587,8.8,Nuclear Exchange,Regional Escalation Cascade,False
9588,2.1,Nuclear Exchange,False Alarm Launch,False
9589,18.2,Nuclear Exchange,Regional Escalation Cascade,False
9590,14.3,Nuclear Exchange,Automated Response Failure,False
9591,2.4,Nuclear Exchange,Regional Escalation Cascade,False
9592,20.9,Nuclear Exchange,Automated Response Failure,False
9593,29.5,Nuclear Exchange,Regional Escalation Cascade,False
9594,32.1,Nuclear Exchange,Automated Response Failure,False
9595,51.9,Nuclear Exchange,False Alarm Launch,False
9596,11.6,Nuclear Exchange,False Alarm Launch,False
9597,67.3,Nuclear Exchange,False Alarm Launch,False
9598,44.1,Nuclear Exchange,False Alarm Launch,False
9599,7.7,Nuclear Exchange,Automated Response Failure,False
9600,3.8,Nuclear Exchange,Regional Escalation Cascade,False
9601,12.6,Nuclear Exchange,False Alarm Launch,False
9602,11.3,Nuclear Exchange,False Alarm Launch,False
9603,18.9,Nuclear Exchange,Regional Escalation Cascade,False
9604,19.3,Nuclear Exchange,Regional Escalation Cascade,False
9605,30.5,Nuclear Exchange,Great Power Direct Conflict,False
9606,15.7,Nuclear Exchange,Regional Escalation Cascade,False
9607,2.4,Nuclear Exchange,Regional Escalation Cascade,False
9608,43.0,Nuclear Exchange,Regional Escalation Cascade,False
9609,8.2,Nuclear Exchange,Great Power Direct Conflict,False
9610,78.1,Nuclear Exchange,Regional Escalation Cascade,False
9611,2.8,Nuclear Exchange,Automated Response Failure,False
9612,69.9,Nuclear Exchange,False Alarm Launch,False
9613,2.1,Nuclear Exchange,Automated Response Failure,False
9614,5.8,Nuclear Exchange,Great Power Direct Conflict,False
9615,26.9,Nuclear Exchange,Great Power Direct Conflict,False
9616,41.8,Nuclear Exchange,Great Power Direct Conflict,False
9617,12.5,Nuclear Exchange,Great Power Direct Conflict,False
9618,58.0,Nuclear Exchange,Great Power Direct Conflict,False
9619,19.6,Nuclear Exchange,False Alarm Launch,False
9620,21.9,Nuclear Exchange,Regional Escalation Cascade,False
9621,41.1,Nuclear Exchange,Automated Response Failure,False
9622,7.7,Nuclear Exchange,Automated Response Failure,False
9623,9.6,Nuclear Exchange,Regional Escalation Cascade,False
9624,52.0,Nuclear Exchange,Great Power Direct Conflict,False
9625,50.9,Nuclear Exchange,Regional Escalation Cascade,False
9626,82.5,Nuclear Exchange,Great Power Direct Conflict,False
9627,51.1,Nuclear Exchange,False Alarm Launch,False
9628,3.0,Nuclear Exchange,Automated Response Failure,False
9629,38.2,Nuclear Exchange,Automated Response Failure,False
9630,11.6,Nuclear Exchange,False Alarm Launch,False
9631,103.2,Nuclear Exchange,False Alarm Launch,False
9632,14.1,Nuclear Exchange,Great Power Direct Conflict,False
9633,17.8,Nuclear Exchange,Regional Escalation Cascade,False
9634,16.6,Nuclear Exchange,Great Power Direct Conflict,False
9635,8.5,Nuclear Exchange,Great Power Direct Conflict,False
9636,49.7,Nuclear Exchange,Automated Response Failure,False
9637,35.7,Nuclear Exchange,Great Power Direct Conflict,False
9638,3.3,Nuclear Exchange,Regional Escalation Cascade,False
9639,33.0,Nuclear Exchange,Great Power Direct Conflict,False
9640,21.6,Nuclear Exchange,Automated Response Failure,False
9641,11.6,Nuclear Exchange,Regional Escalation Cascade,False
9642,6.4,Nuclear Exchange,Regional Escalation Cascade,False
9643,43.2,Nuclear Exchange,Automated Response Failure,False
9644,26.5,Nuclear Exchange,Automated Response Failure,False
9645,17.5,Nuclear Exchange,Great Power Direct Conflict,False
9646,20.7,Nuclear Exchange,Automated Response Failure,False
9647,2.1,Nuclear Exchange,False Alarm Launch,False
9648,14.1,Nuclear Exchange,Automated Response Failure,False
9649,4.7,Nuclear Exchange,False Alarm Launch,False
9650,5.1,Nuclear Exchange,Automated Response Failure,False
9651,23.8,Nuclear Exchange,False Alarm Launch,False
9652,53.3,Nuclear Exchange,False Alarm Launch,False
9653,11.4,Nuclear Exchange,Automated Response Failure,False
9654,5.1,Nuclear Exchange,Regional Escalation Cascade,False
9655,23.0,Nuclear Exchange,Regional Escalation Cascade,False
9656,45.1,Nuclear Exchange,False Alarm Launch,False
9657,30.4,Nuclear Exchange,Regional Escalation Cascade,False
9658,44.7,Nuclear Exchange,Automated Response Failure,False
9659,16.9,Nuclear Exchange,False Alarm Launch,False
9660,30.7,Nuclear Exchange,Great Power Direct Conflict,False
9661,3.3,Nuclear Exchange,False Alarm Launch,False
9662,9.4,Nuclear Exchange,Great Power Direct Conflict,False
9663,10.9,Nuclear Exchange,Great Power Direct Conflict,False
9664,15.8,Nuclear Exchange,False Alarm Launch,False
9665,58.2,Nuclear Exchange,Great Power Direct Conflict,False
9666,45.6,Nuclear Exchange,Regional Escalation Cascade,False
9667,3.2,Nuclear Exchange,Great Power Direct Conflict,False
9668,4.2,Nuclear Exchange,Regional Escalation Cascade,False
9669,9.7,Nuclear Exchange,False Alarm Launch,False
9670,7.6,Nuclear Exchange,Great Power Direct Conflict,False
9671,21.0,Nuclear Exchange,Great Power Direct Conflict,False
9672,51.3,Nuclear Exchange,Regional Escalation Cascade,False
9673,72.1,Nuclear Exchange,Regional Escalation Cascade,False
9674,23.3,Nuclear Exchange,False Alarm Launch,False
9675,40.1,Nuclear Exchange,False Alarm Launch,False
9676,16.4,Nuclear Exchange,Great Power Direct Conflict,False
9677,5.1,Nuclear Exchange,Automated Response Failure,False
9678,16.4,Nuclear Exchange,Great Power Direct Conflict,False
9679,17.8,Nuclear Exchange,Great Power Direct Conflict,False
9680,29.8,Nuclear Exchange,False Alarm Launch,False
9681,5.5,Nuclear Exchange,False Alarm Launch,False
9682,10.1,Nuclear Exchange,Great Power Direct Conflict,False
9683,10.0,Nuclear Exchange,Regional Escalation Cascade,False
9684,70.5,Nuclear Exchange,False Alarm Launch,False
9685,12.9,Nuclear Exchange,Great Power Direct Conflict,False
9686,31.0,Nuclear Exchange,Automated Response Failure,False
9687,30.6,Nuclear Exchange,Great Power Direct Conflict,False
9688,6.8,Nuclear Exchange,Automated Response Failure,False
9689,18.7,Nuclear Exchange,Automated Response Failure,False
9690,49.4,Nuclear Exchange,Automated Response Failure,False
9691,14.2,Nuclear Exchange,Great Power Direct Conflict,False
9692,63.9,Nuclear Exchange,False Alarm Launch,False
9693,5.3,Nuclear Exchange,Regional Escalation Cascade,False
9694,48.9,Nuclear Exchange,Regional Escalation Cascade,False
9695,41.4,Nuclear Exchange,Great Power Direct Conflict,False
9696,107.9,Nuclear Exchange,Great Power Direct Conflict,False
9697,25.0,Nuclear Exchange,Automated Response Failure,False
9698,60.7,Nuclear Exchange,False Alarm Launch,False
9699,38.6,Nuclear Exchange,Great Power Direct Conflict,False
9700,40.9,Nuclear Exchange,Regional Escalation Cascade,False
9701,18.5,Nuclear Exchange,Great Power Direct Conflict,False
9702,10.6,Nuclear Exchange,False Alarm Launch,False
9703,60.0,Nuclear Exchange,False Alarm Launch,False
9704,12.4,Nuclear Exchange,Great Power Direct Conflict,False
9705,17.0,Nuclear Exchange,Great Power Direct Conflict,False
9706,13.0,Nuclear Exchange,False Alarm Launch,False
9707,18.3,Nuclear Exchange,False Alarm Launch,False
9708,14.0,Nuclear Exchange,Automated Response Failure,False
9709,47.0,Nuclear Exchange,Great Power Direct Conflict,False
9710,12.9,Nuclear Exchange,Great Power Direct Conflict,False
9711,19.6,Nuclear Exchange,Great Power Direct Conflict,False
9712,3.3,Nuclear Exchange,Regional Escalation Cascade,False
9713,6.2,Nuclear Exchange,Automated Response Failure,False
9714,26.8,Nuclear Exchange,False Alarm Launch,False
9715,2.3,Nuclear Exchange,Automated Response Failure,False
9716,52.7,Nuclear Exchange,Regional Escalation Cascade,False
9717,5.3,Nuclear Exchange,Automated Response Failure,False
9718,5.0,Nuclear Exchange,Regional Escalation Cascade,False
9719,4.4,Nuclear Exchange,Automated Response Failure,False
9720,32.5,Nuclear Exchange,Automated Response Failure,False
9721,45.8,Nuclear Exchange,Automated Response Failure,False
9722,21.0,Nuclear Exchange,Great Power Direct Conflict,False
9723,4.6,Nuclear Exchange,False Alarm Launch,False
9724,7.4,Nuclear Exchange,Automated Response Failure,False
9725,14.2,Nuclear Exchange,Great Power Direct Conflict,False
9726,67.9,Nuclear Exchange,Great Power Direct Conflict,False
9727,6.3,Nuclear Exchange,Great Power Direct Conflict,False
9728,28.9,Nuclear Exchange,Regional Escalation Cascade,False
9729,12.7,Nuclear Exchange,Automated Response Failure,False
9730,7.8,Nuclear Exchange,False Alarm Launch,False
9731,13.4,Nuclear Exchange,Automated Response Failure,False
9732,35.3,Nuclear Exchange,Automated Response Failure,False
9733,6.1,Nuclear Exchange,False Alarm Launch,False
9734,28.4,Nuclear Exchange,Great Power Direct Conflict,False
9735,68.3,Nuclear Exchange,Automated Response Failure,False
9736,4.7,Nuclear Exchange,Great Power Direct Conflict,False
9737,47.2,Nuclear Exchange,Great Power Direct Conflict,False
9738,36.5,Nuclear Exchange,Great Power Direct Conflict,False
9739,75.6,Nuclear Exchange,False Alarm Launch,False
9740,14.3,Nuclear Exchange,Great Power Direct Conflict,False
9741,28.6,Nuclear Exchange,Automated Response Failure,False
9742,10.2,Nuclear Exchange,Great Power Direct Conflict,False
9743,4.5,Nuclear Exchange,Regional Escalation Cascade,False
9744,12.9,Nuclear Exchange,Regional Escalation Cascade,False
9745,4.0,Nuclear Exchange,Regional Escalation Cascade,False
9746,88.4,Nuclear Exchange,Great Power Direct Conflict,False
9747,2.2,Nuclear Exchange,Automated Response Failure,False
9748,19.6,Nuclear Exchange,Automated Response Failure,False
9749,21.7,Nuclear Exchange,Great Power Direct Conflict,False
9750,17.0,Nuclear Exchange,Great Power Direct Conflict,False
9751,23.9,Nuclear Exchange,False Alarm Launch,False
9752,2.7,Nuclear Exchange,Great Power Direct Conflict,False
9753,17.8,Nuclear Exchange,Regional Escalation Cascade,False
9754,7.4,Nuclear Exchange,False Alarm Launch,False
9755,62.0,Nuclear Exchange,False Alarm Launch,False
9756,31.6,Nuclear Exchange,Great Power Direct Conflict,False
9757,79.1,Nuclear Exchange,Great Power Direct Conflict,False
9758,7.4,Nuclear Exchange,False Alarm Launch,False
9759,4.8,Nuclear Exchange,False Alarm Launch,False
9760,6.1,Nuclear Exchange,False Alarm Launch,False
9761,25.0,Nuclear Exchange,False Alarm Launch,False
9762,5.8,Nuclear Exchange,False Alarm Launch,False
9763,15.6,Nuclear Exchange,Automated Response Failure,False
9764,48.1,Nuclear Exchange,False Alarm Launch,False
9765,26.0,Nuclear Exchange,False Alarm Launch,False
9766,11.0,Nuclear Exchange,Automated Response Failure,False
9767,10.3,Nuclear Exchange,Regional Escalation Cascade,False
9768,13.4,Nuclear Exchange,Regional Escalation Cascade,False
9769,4.3,Nuclear Exchange,Regional Escalation Cascade,False
9770,22.1,Nuclear Exchange,Regional Escalation Cascade,False
9771,10.0,Nuclear Exchange,Great Power Direct Conflict,False
9772,42.1,Nuclear Exchange,Great Power Direct Conflict,False
9773,31.1,Nuclear Exchange,False Alarm Launch,False
9774,20.7,Nuclear Exchange,False Alarm Launch,False
9775,10.0,Nuclear Exchange,Regional Escalation Cascade,False
9776,5.2,Nuclear Exchange,Regional Escalation Cascade,False
9777,32.9,Nuclear Exchange,Automated Response Failure,False
9778,14.7,Nuclear Exchange,Automated Response Failure,False
9779,5.6,Nuclear Exchange,Automated Response Failure,False
9780,4.8,Nuclear Exchange,Regional Escalation Cascade,False
9781,4.0,Nuclear Exchange,Automated Response Failure,False
9782,33.0,Nuclear Exchange,False Alarm Launch,False
9783,5.7,Nuclear Exchange,Regional Escalation Cascade,False
9784,16.5,Nuclear Exchange,Great Power Direct Conflict,False
9785,13.2,Nuclear Exchange,Regional Escalation Cascade,False
9786,19.1,Nuclear Exchange,Great Power Direct Conflict,False
9787,46.1,Nuclear Exchange,Great Power Direct Conflict,False
9788,44.5,Nuclear Exchange,Regional Escalation Cascade,False
9789,13.2,Nuclear Exchange,Automated Response Failure,False
9790,12.2,Nuclear Exchange,False Alarm Launch,False
9791,20.5,Nuclear Exchange,Regional Escalation Cascade,False
9792,18.0,Nuclear Exchange,Automated Response Failure,False
9793,23.2,Nuclear Exchange,Great Power Direct Conflict,False
9794,3.7,Nuclear Exchange,Great Power Direct Conflict,False
9795,22.9,Nuclear Exchange,Great Power Direct Conflict,False
9796,4.4,Nuclear Exchange,Great Power Direct Conflict,False
9797,30.5,Nuclear Exchange,Regional Escalation Cascade,False
9798,9.1,Nuclear Exchange,False Alarm Launch,False
9799,27.2,Nuclear Exchange,Great Power Direct Conflict,False
9800,11.5,Nuclear Exchange,Automated Response Failure,False
9801,26.9,Nuclear Exchange,Automated Response Failure,False
9802,5.7,Nuclear Exchange,False Alarm Launch,False
9803,34.9,Nuclear Exchange,False Alarm Launch,False
9804,21.9,Nuclear Exchange,False Alarm Launch,False
9805,19.5,Nuclear Exchange,Great Power Direct Conflict,False
9806,9.6,Nuclear Exchange,Regional Escalation Cascade,False
9807,14.5,Nuclear Exchange,Great Power Direct Conflict,False
9808,20.0,Nuclear Exchange,Great Power Direct Conflict,False
9809,14.1,Nuclear Exchange,Automated Response Failure,False
9810,26.4,Nuclear Exchange,Regional Escalation Cascade,False
9811,12.5,Nuclear Exchange,Regional Escalation Cascade,False
9812,5.0,Nuclear Exchange,Automated Response Failure,False
9813,5.3,Nuclear Exchange,Automated Response Failure,False
9814,7.9,Nuclear Exchange,Automated Response Failure,False
9815,30.4,Nuclear Exchange,False Alarm Launch,False
9816,34.8,Nuclear Exchange,Regional Escalation Cascade,False
9817,5.0,Nuclear Exchange,Automated Response Failure,False
9818,70.3,Nuclear Exchange,Automated Response Failure,False
9819,15.4,Nuclear Exchange,Automated Response Failure,False
9820,54.8,Nuclear Exchange,Great Power Direct Conflict,False
9821,27.0,Nuclear Exchange,Regional Escalation Cascade,False
9822,28.2,Nuclear Exchange,Regional Escalation Cascade,False
9823,5.5,Nuclear Exchange,False Alarm Launch,False
9824,27.7,Nuclear Exchange,Great Power Direct Conflict,False
9825,9.3,Nuclear Exchange,Regional Escalation Cascade,False
9826,34.0,Nuclear Exchange,False Alarm Launch,False
9827,9.1,Nuclear Exchange,False Alarm Launch,False
9828,37.6,Nuclear Exchange,Automated Response Failure,False
9829,3.1,Nuclear Exchange,False Alarm Launch,False
9830,4.2,Nuclear Exchange,False Alarm Launch,False
9831,9.2,Nuclear Exchange,Great Power Direct Conflict,False
9832,11.6,Nuclear Exchange,Automated Response Failure,False
9833,9.4,Nuclear Exchange,Automated Response Failure,False
9834,31.7,Nuclear Exchange,Automated Response Failure,False
9835,2.2,Nuclear Exchange,False Alarm Launch,False
9836,9.5,Nuclear Exchange,Automated Response Failure,False
9837,39.9,Nuclear Exchange,Regional Escalation Cascade,False
9838,62.8,Nuclear Exchange,Great Power Direct Conflict,False
9839,94.4,Nuclear Exchange,Great Power Direct Conflict,False
9840,2.0,Nuclear Exchange,False Alarm Launch,False
9841,7.6,Nuclear Exchange,Automated Response Failure,False
9842,10.2,Nuclear Exchange,Great Power Direct Conflict,False
9843,33.0,Nuclear Exchange,False Alarm Launch,False
9844,19.9,Nuclear Exchange,False Alarm Launch,False
9845,22.7,Nuclear Exchange,Great Power Direct Conflict,False
9846,31.2,Nuclear Exchange,Automated Response Failure,False
9847,2.8,Nuclear Exchange,Automated Response Failure,False
9848,39.4,Nuclear Exchange,Regional Escalation Cascade,False
9849,26.9,Nuclear Exchange,Regional Escalation Cascade,False
9850,18.9,Nuclear Exchange,Automated Response Failure,False
9851,48.5,Nuclear Exchange,Regional Escalation Cascade,False
9852,26.5,Nuclear Exchange,Regional Escalation Cascade,False
9853,5.0,Nuclear Exchange,Great Power Direct Conflict,False
9854,12.4,Nuclear Exchange,Automated Response Failure,False
9855,15.0,Nuclear Exchange,Great Power Direct Conflict,False
9856,68.0,Nuclear Exchange,Great Power Direct Conflict,False
9857,3.0,Nuclear Exchange,False Alarm Launch,False
9858,26.3,Nuclear Exchange,Automated Response Failure,False
9859,15.5,Nuclear Exchange,Great Power Direct Conflict,False
9860,56.9,Nuclear Exchange,Regional Escalation Cascade,False
9861,42.0,Nuclear Exchange,False Alarm Launch,False
9862,16.3,Nuclear Exchange,Regional Escalation Cascade,False
9863,5.7,Nuclear Exchange,False Alarm Launch,False
9864,2.9,Nuclear Exchange,Regional Escalation Cascade,False
9865,9.9,Nuclear Exchange,Regional Escalation Cascade,False
9866,6.5,Nuclear Exchange,Regional Escalation Cascade,False
9867,15.5,Nuclear Exchange,Great Power Direct Conflict,False
9868,74.7,Nuclear Exchange,Automated Response Failure,False
9869,18.8,Nuclear Exchange,False Alarm Launch,False
9870,48.5,Nuclear Exchange,Great Power Direct Conflict,False
9871,23.2,Nuclear Exchange,False Alarm Launch,False
9872,14.2,Nuclear Exchange,Great Power Direct Conflict,False
9873,42.4,Nuclear Exchange,False Alarm Launch,False
9874,14.0,Nuclear Exchange,False Alarm Launch,False
9875,44.7,Nuclear Exchange,Regional Escalation Cascade,False
9876,7.6,Nuclear Exchange,False Alarm Launch,False
9877,3.0,Nuclear Exchange,False Alarm Launch,False
9878,42.5,Nuclear Exchange,Regional Escalation Cascade,False
9879,19.5,Nuclear Exchange,Great Power Direct Conflict,False
